new_name;reference period other than survey period;label_english;L_CoronavirusImpact_wave3_3p.dta;L_CoronavirusImpact_4.0p.dta;L_CoronavirusImpact_3p.dta;question_group;type;categories_english;ordered
questionnaire_enjoy;;Did you enjoy answering the questions?;eva2t5;eva2t5;eva2t5;-;Categorical;1 = definitely not, 2, 3, 4, 5 = certainly yes;
;;do you have comments on the questionnaire;;opm;opm;opm;;;
comments_questionnaire;;comments on the questionnaire;evaopm;evaopm;evaopm;-;str;;
start_date;;date of questionnaire start;DatumB;DatumB;DatumB;-;;;
start_time;;time of questionnaire start;TijdB;TijdB;TijdB;-;;;
end_date;;date of questionnaire end;DatumE;DatumE;DatumE;-;;;
end_time;;time of questionnaire end ;TijdE;TijdE;TijdE;-;;;
duration;;time it took to fill the questionnaire in seconds;duur;duur;duur;-;;;
hh_id;;encrypted household number;nohouse_encr;nohouse_encr;nohouse_encr;-;;;
gender;;gender;geslacht;geslacht;geslacht;-;bool;;
hh_position;;household position;positie;positie;positie;-;Categorical;;
birth_year;;birth year;gebjaar;gebjaar;gebjaar;-;Int;;
age;;age;leeftijd;leeftijd;leeftijd;-;float;;
age_cbs;;age in CBS categories;lftdcat;lftdcat;lftdcat;-;Categorical;;
hh_head_age;;age of the household head;lftdhhh;lftdhhh;lftdhhh;-;Int;;
hh_members;;number of members in the household;aantalhh;aantalhh;aantalhh;-;Categorical;;
hh_children;;number of all children living in the household;aantalki;aantalki;aantalki;-;Categorical;;
hhh_partner;;do you live with a married or unmarried partner;partner;partner;partner;-;bool;;
civil_status;;marital status;burgstat;burgstat;burgstat;-;Categorical;;
dom_situation;;some form of housing type, translation ambiguous;woonvorm;woonvorm;woonvorm;-;Categorical;;
dwelling_type;;some form of housing type, translation ambiguous;woning;woning;woning;-;Categorical;;
location_urban;;urban residence;sted;sted;sted;-;Categorical;;
occupation;;main activity;belbezig;belbezig;belbezig;-;Categorical;;
gross_income_incl_cat;;personal gross monthly income in euros;brutoink;brutoink;brutoink;-;Categorical;;
gross_income_imputed;;Imputed personal gross income;brutoink_f;brutoink_f;brutoink_f;-;Categorical; ;
net_income_incl_cat;;Personal net monthly income in euros;nettoink;nettoink;nettoink;-;Categorical;;
net_income_original;;Personal net income original value;netinc;netinc;netinc;-;Int;;
net_income_imputed;;Imputed personal net income;nettoink_f;nettoink_f;nettoink_f;-;Int;;
gross_income_cat;;Personal gross monthly income in categories;brutocat;brutocat;brutocat;-;Categorical;;
net_income_cat;;Personal net monthly income in categories;nettocat;nettocat;nettocat;-;Categorical;;
gross_income_hh;;imputed gross household income;brutohh_f;brutohh_f;brutohh_f;-;Int;;
net_income_hh;;imputed net household income;nettohh_f;nettohh_f;nettohh_f;-;Int;;
education_nodiploma;;highest education regardless of diploma;oplzon;oplzon;oplzon;-;Categorical;;
education_diploma;;highest education with diploma;oplmet;oplmet;oplmet;-;Categorical;;
education_cbs;;education in CBS categories;oplcat;oplcat;oplcat;-;Categorical;;
;;;;p_aantalhh;;-;;;
information_treatment;;;;arandom;;-;Categorical;decreasing AEX, increasing AEX, no information;
;;;;participate_wave1;;-;bool;;
infection_diagnosed;;Has a doctor or another healthcare professional diagnosed you with the coronavirus (COVID-19)? ;InfectionDiagnosed;InfectionDiagnosed;;InfectionDiagnosed;Categorical;;
infection_perceived;;Do you think you�ve been infected with the coronavirus (COVID-19)? ;SelfPerceivedInfection;SelfPerceivedInfection;;SelfPerceivedInfection;Categorical;;
is_smoking;;;;rook;;rook;Categorical;Yes, No I quit, No I never smoked;
is_smoking_cigarettes;;What do you smoke? Multiple answers possible;;he035__1;;he035;bool;;
is_smoking_pipe;;What do you smoke? Multiple answers possible;;he035__2;;he035;bool;;
is_smoking_cigar;;What do you smoke? Multiple answers possible;;he035__3;;he035;bool;;
is_smoking_ecig;;What do you smoke? Multiple answers possible;;he035__4;;he035;bool;;
nr_cigarettes_day;;;;he036a;;he036a;float;;
nr_pipe_day;;;;he036b;;he036b;float;;
nr_cigar_day;;;;he036c;;he036c;float;;
nr_ecig_day;;;;he036d;;he036d;float;;
is_drinking_alcohol;;;;he038;;he038;bool;;
alcohol_amount;;;;he039;;he039;Categorical;1, 2, 3, 4, 5, 6, 7;
alcohol_beer;;;;he040__1;;he040;bool;;
alcohol_beer_strong;;;;he040__2;;he040;bool;;
alcohol_liquor;;;;he040__3;;he040;bool;;
alcohol_sherry;;;;he040__4;;he040;bool;;
alcohol_wine;;;;he040__5;;he040;bool;;
alcohol_alcopop;;;;he040__6;;he040;bool;;
alcohol_other;;;;he040__7;;he040;bool;;
alcohol_other_1;;;;he040and1;;he040;str;;
alcohol_other_2;;;;he040and2;;he040;str;;
beer_glasses;;;;he040a_v1;;he040a;float;;
beer_hliter_glasses;;;;he040a_v2;;he040a;float;;
beer_hliter_bottles;;;;he040a_v3;;he040a;float;;
beer_bottles;;;;he040a_v4;;he040a;float;;
strong_beer_glasses;;;;he040b_v1;;he040b;float;;
strong_beer_hliter_glasses;;;;he040b_v2;;he040b;float;;
strong_beer_hliter_bottles;;;;he040b_v3;;he040b;float;;
strong_beer_bottles;;;;he040b_v4;;he040b;float;;
liquor_sort;;;;he040c_v1;;he040c;float;;
sherry_sort;;;;he040c_v2;;he040c;float;;
wine_sort;;;;he040c_v3;;he040c;float;;
alcopops_bottles;;;;he040d;;he040d;float;;
other_sort1_amount;;;;he040e;;he040e;float;;
other_sort2_amount;;;;he040f;;he040f;float;;
took_soothing;;;;he041v1;;he041;Categorical;never, sometimes, regularly;
took_soft_drugs;;;;he041v2;;he041;Categorical;never, sometimes, regularly;
took_xtc;;;;he041v3;;he041;Categorical;never, sometimes, regularly;
took_psychodelic;;;;he041v4;;he041;Categorical;never, sometimes, regularly;
took_hard_drugs;;;;he041v5;;he041;Categorical;never, sometimes, regularly;
freq_soothing;;;;he042_v1;;he042;float;;
freq_soft_drugs;;;;he042_v2;;he042;float;;
freq_xtc;;;;he042_v3;;he042;float;;
freq_psychodelic;;;;he042_v4;;he042;float;;
freq_hard_drugs;;;;he042_v5;;he042;float;;
feeling_emptiness;;;;cs12e284;;loneliness;Categorical;yes, more or less, no;
enough_people_approach;;;;cs12e285;;loneliness;Categorical;yes, more or less, no;
enough_people_trust;;;;cs12e286;;loneliness;Categorical;yes, more or less, no;
enough_people_bond;;;;cs12e287;;loneliness;Categorical;yes, more or less, no;
miss_people_around;;;;cs12e288;;loneliness;Categorical;yes, more or less, no;
feel_let_down_often;;;;cs12e289;;loneliness;Categorical;yes, more or less, no;
n_contacts_personal;;;;soccont1;;soccont;float;;
n_contacts_distanced;;;;soccont2;;soccont;float;;
change_contacts_personal;;;;soccomp1;;soccompt;Categorical;;
change_contacts_distanced;;;;soccomp2;;soccompt;Categorical;;
essential_worker;;;;cruciaal;;cruciaal;bool;;
;;;;cruciaal_notempl;;cruciaal_notempl;bool;;
hh_income_202001;202001;;;inc_jan;;income;float;;
hh_income_202002;202002;;;inc_feb;;income;float;;
hh_income_202003;202003;;;inc_mrt;;income;float;;
e_2020_hh_income_202002;202002;;;expinc2020_col1;;expectedincome;float;;
e_2021_hh_income_202002;202002;;;expinc2021_col1;;expectedincome;float;;
e_2022_hh_income_202002;202002;;;expinc2022_col1;;expectedincome;float;;
e_2020_hh_income;;;;expinc2020_col2;;expectedincome;float;;
e_2021_hh_income;;;;expinc2021_col2;;expectedincome;float;;
e_2022_hh_income;;;;expinc2022_col2;;expectedincome;float;;
e_2020_unemp_rate_202002;202002;;;ExpUnempl_before2020;;ExpUnempl_before;Categorical;;
e_2021_unemp_rate_202002;202002;;;ExpUnempl_before2021;;ExpUnempl_before;Categorical;;
e_2022_unemp_rate_202002;202002;;;ExpUnempl_before2022;;ExpUnempl_before;Categorical;;
e_2020_unemp_rate;;;;ExpUnempl_today2020;;ExpUnempl_today;Categorical;;
e_2021_unemp_rate;;;;ExpUnempl_today2021;;ExpUnempl_today;Categorical;;
e_2022_unemp_rate;;;;ExpUnempl_today2022;;ExpUnempl_today;Categorical;;
e_2020_gdp_202002;202002;;;ExpEcGr_before2020;;ExpEcGrowth_before;Categorical;;
e_2021_gdp_202002;202002;;;ExpEcGr_before2021;;ExpEcGrowth_before;Categorical;;
e_2022_gdp_202002;202002;;;ExpEcGr_before2022;;ExpEcGrowth_before;Categorical;;
e_2020_gdp;;;;ExpEcGr_today2020;;ExpEcGrowth_today;Categorical;;
e_2021_gdp;;;;ExpEcGr_today2021;;ExpEcGrowth_today;Categorical;;
e_2022_gdp;;;;ExpEcGr_today2022;;ExpEcGrowth_today;Categorical;;
e_2020_infl_202002;202002;;;ExpInfl_before2020;;ExpInfl_before;Categorical;;
e_2021_infl_202002;202002;;;ExpInfl_before2021;;ExpInfl_before;Categorical;;
e_2022_infl_202002;202002;;;ExpInfl_before2022;;ExpInfl_before;Categorical;;
e_2020_infl;;;;ExpInfl_today2020;;ExpInfl_today;Categorical;;
e_2021_infl;;;;ExpInfl_today2021;;ExpInfl_today;Categorical;;
e_2022_infl;;;;ExpInfl_today2022;;ExpInfl_today;Categorical;;
bought_or_sold_stocks;;;;StockTrading;;StockTrading;Categorical;;
amount_stocks_bought;;;;Stock3;;Stock3;Categorical;;
amount_stocks_sold;;;;Stock4;;Stock4;Categorical;;
amount_stocks_bought_merge;;;;Stock5;;Stock5;Categorical;;
amount_stocks_sold_merge;;;;Stock6;;Stock6;Categorical;;
q_information_treatment;;;;Q_InformationTreatment;;-;float;;
hist_perf_e1_nocheck;;;;hist_perf_1_nocheck;;-;float;;
hist_perf_e3_nocheck;;;;hist_perf_2_nocheck;;-;float;;
hist_perf_e2_nocheck;;;;hist_perf_3_nocheck;;-;float;;
hist_perf_e1;;;;hist_perf_1;;-;float;;
hist_perf_e3;;;;hist_perf_2;;-;float;;
hist_perf_e2;;;;hist_perf_3;;-;float;;
;;;;hist_perf_totaal;;-;float;;
hist_perf_e0_nocheck;;;;HistoricPerformance2;;-;float;;
memory_str;;;;Memory;;-;Categorical;;
forw_look_e1_nocheck;;;;forw_look_1_nocheck;;-;float;;
forw_look_e3_nocheck;;;;forw_look_2_nocheck;;-;float;;
forw_look_e2_nocheck;;;;forw_look_3_nocheck;;-;float;;
forw_look_e1;;;;forw_look_1;;-;float;;
forw_look_e3;;;;forw_look_2;;-;float;;
forw_look_e2;;;;forw_look_3;;-;float;;
;;;;forw_look_totaal;;-;float;;
forw_look_e0_nocheck;;;;ForwardLooking2;;-;float;;
p_purchase_risky;;;;AntReact1;;-;float;;
p_sell_risky;;;;AntReact2;;-;float;;
financial_decider;;;;account;;-;bool;;
nervous_month;;For the past month I felt very anxious;q30a_mnd;;;q30hd_maand;Categorical;never, rarely, sometimes, often, mostly, constantly;True
depressed_month;;For the past month  I felt so down that nothing could cheer me up;q30b_mdn;;;q30hd_maand;Categorical;never, rarely, sometimes, often, mostly, constantly;True
calm_month;;For the past month I felt calm and peaceful;q30c_mnd;;;q30hd_maand;Categorical;never, rarely, sometimes, often, mostly, constantly;True
gloomy_month;;For the past month I felt depressed and gloomy;q30d_mnd;;;q30hd_maand;Categorical;never, rarely, sometimes, often, mostly, constantly;True
happy_month;;For the past month I felt happy;q30e_mnd;;;q30hd_maand;Categorical;never, rarely, sometimes, often, mostly, constantly;True
health_comparison_6m;;Is your health better or worse than last November?;SAH;;;SAH;Categorical;Much Worse, A little Worse, Same as, A little better, Much Better;True
duration_restrictions_schools;;When do you think the restrictions that are now in place will no longer apply, and all schools are open again in a normal way;duration1;;;expectedduration;Categorical;By the End of June, Between July and the End of August, between September and the End of the Year, in 2021, in 2022 or later;True
duration_restrictions_cafes;;When do you think the restrictions that are now in place will no longer apply, and cafes and restaurants are open again;duration2;;;expectedduration;Categorical;By the End of June, Between July and the End of August, between September and the End of the Year, in 2021, in 2022 or later;True
duration_restrictions_holidays;;When do you think the restrictions that are now in place will no longer apply, and we can go on holiday again in almost all of Europe;duration3;;;expectedduration;Categorical;By the End of June, Between July and the End of August, between September and the End of the Year, in 2021, in 2022 or later;True
duration_restrictions_econ;;When do you think the restrictions that are now in place will no longer apply, and all economic activities take place as before;duration4;;;expectedduration;Categorical;By the End of June, Between July and the End of August, between September and the End of the Year, in 2021, in 2022 or later;True
work_status;;Which of the following options best describes your situation? If multiple options apply, choose the main activity or job.;EmploymentStatus;;;EmploymentStatus;Categorical;I am in paid employment, full-time or part-time, I am self-employed, I am unemployed and looking for work, I retired (early), I receive disability benefit or social assistance and am not looking for work, I am an apprentice / student / trainee and only receive an expense allowance, I do the housework;
day_off_leisure;;In the past seven days, how many days have you taken a day offf for leisure;vacsick1;;;vacsick;Int;;
day_off_childcare;;In the past seven days, how many days have you to take care of the children;vacsick2;;;vacsick;Int;;
day_off_other;;In the past seven days, how many days have you taken a day off for another reason;vacsick3;;;vacsick;Int;;
day_off_sick;;In the past seven days, how many days have you reported sick;vacsick4;;;vacsick;Int;;
day_off_official;;In the past seven days, how many days have you not worked because of an official day off;vacsick5;;;vacsick;Int;;
work_perc_home;;What percentage of your normal work prior to the coronavirus outbreak can you do while working from home?;work_perc;;;work_perc;float;;
employer_application_now;;To the best of your knowledge, has your employer submitted an application for an allowance for labour costs (the temporary Emergency Measure Bridging Employment, abbreviated to NOW)? The scheme is intended for employers who suffer a loss of turnover of at least 20% as a result of the coronavirus. They can apply to the UWV for an allowance for labour costs.;q16a;;;q16a;Categorical;Yes the application has been granted, Yes but the application was rejected, Yeah but I don�t know if the application�s been granted yet, No but I think my employer is going to do this, No but I don�t think my employer is going to do this, No I don�t think it�s possible, I don�t know.;True
employer_application_togs;;To the best of your knowledge, has your employer submitted an application for the Covid-19 Entrepreneurs Affected Sectors Tegemoetkoming (TOGS)? The TOGS is an emergency measure to support entrepreneurs who are directly affected by the coronavirus. They can receive a one-off sum of 4000 euros to pay their fixed costs (e.g. rent of a business premises).;q16b;;;q16b;Categorical;Yes the application has been granted, Yes but the application was rejected, Yeah but I don�t know if the application�s been granted yet, No but I think my employer is going to do this, No but I don�t think my employer is going to do this, No I don�t think it�s possible, I don�t know.;True
employer_application_deferral;;To the best of your knowledge, has your employer applied for a special tax deferral? If an entrepreneur has payment problems as a result of the corona virus, the company can apply to the tax authorities for a special deferment of payment for all income tax, corporation tax, turnover tax (VAT) and wage tax assessments.;q16c;;;q16c;Categorical;Yes the application has been granted, Yes but the application was rejected, Yeah but I don�t know if the application�s been granted yet, No but I think my employer is going to do this, No but I don�t think my employer is going to do this, No I don�t think it�s possible, I don�t know.;True
self_application_now;;Have you submitted an application for an allowance for labour costs (the temporary Emergency Measure Bridging Employment, abbreviated to NOW)? The scheme is intended for employers who suffer a loss of turnover of at least 20% as a result of the coronavirus. They can apply to the UWV for an allowance for labour costs.;q17a;;;q17a;Categorical;Yes, the application has been granted, Yes but the application was rejected, Yeah but I don�t know if the application�s been granted yet, No but I�m gonna do this, No I don�t think my company qualifies for this, No I have no employees/no payroll costs, No this is too much red tape, No for another reason, I didn�t know there was this arrangement;True
self_application_togs;;Have you submitted an application for the Covid-19 Entrepreneurs Affected Sectors (TOGS)? TOGS is an emergency measure to support entrepreneurs who are directly affected by the coronavirus. They can receive a one-off sum of 4000 euros to pay their fixed costs (e.g. rent of a business premises).;q17b;;;q17b;Categorical;Yes, the application has been granted, Yes but the application was rejected, Yeah but I don�t know if the application�s been granted yet, No but I�m gonna do this, No I don�t think my company qualifies for this, No I have no employees/no payroll costs, No this is too much red tape, No for another reason, I didn�t know there was this arrangement;True
self_application_deferral;;Have you applied for special tax deferrals? If an entrepreneur has payment problems as a result of the corona virus, the company can apply to the tax authorities for a special deferral of payment for all income tax, corporation tax, turnover tax (VAT) and wage tax assessments.;q17c;;;q17c;Categorical;Yes, the application has been granted, Yes but the application was rejected, Yeah but I don�t know if the application�s been granted yet, No but I�m gonna do this, No I don�t think my company qualifies for this, No I have no employees/no payroll costs, No this is too much red tape, No for another reason, I didn�t know there was this arrangement;True
self_application_tozo;;Have you submitted an application for income support for the self-employed (the Temporary bridging scheme for the self-employed, abbreviated to Tozo)? The scheme provides for a supplementary livelihood allowance if the income falls below the social minimum due to the corona crisis. And a loan for working capital to absorb liquidity problems as a result of the corona crisis.;q17d;;;q17d;Categorical;Yes the application has been granted, Yes but the application was rejected, Yeah but I don�t know if the application�s been granted yet, No but I think my employer is going to do this, No but I don�t think my employer is going to do this, No I don�t think it�s possible, I don�t know.;True
self_grekening;;Did you use the unblocking of the g-account? A g-account is a blocked bank account and is intended for companies that lend out personnel. Money can only be transferred from this account to a special giro account number of the Tax and Customs Administration and to other g-accounts.;q17e;;;q17e;Categorical;Yes, No but I�m gonna do this, No I don�t think my company qualifies for this, No this is too much red tape, No for another reason, I didn�t know there was this arrangement, Not applicable/I do not have a g-account;True
self_used_apa;;Have you used an amendment provisional assessment?;q17f_1;;;q17f_header;Categorical;Yes, No but I�m gonna do this, No I don�t think my company qualifies for this, No this is too much red tape, No for another reason, I didn�t know there was this arrangement, Not applicable/I do not have a g-account;True
self_used_guarantee;;Have you used the extension of the guarantee for SMEs?;q17f_2;;;q17f_header;Categorical;Yes, No but I�m gonna do this, No I don�t think my company qualifies for this, No this is too much red tape, No for another reason, I didn�t know there was this arrangement, Not applicable/I do not have a g-account;True
self_used_go;;Have you used the Enterprise Guarantee Facility (GO)?;q17f_3;;;q17f_header;Categorical;Yes, No but I�m gonna do this, No I don�t think my company qualifies for this, No this is too much red tape, No for another reason, I didn�t know there was this arrangement, Not applicable/I do not have a g-account;True
self_used_qredits;;Have you used the Qredits?;q17f_4;;;q17f_header;Categorical;Yes, No but I�m gonna do this, No I don�t think my company qualifies for this, No this is too much red tape, No for another reason, I didn�t know there was this arrangement, Not applicable/I do not have a g-account;True
self_used_loan_fund;;Have you used the bridging loan fund for non-bank businesses?;q17f_5;;;q17f_header;Categorical;Yes, No but I�m gonna do this, No I don�t think my company qualifies for this, No this is too much red tape, No for another reason, I didn�t know there was this arrangement, Not applicable/I do not have a g-account;True
change_empl;;If you compare your situation to that before the coronavirus crisis, what situation applies to you now?;change_empl;;;change_empl;Categorical;I have an employment contract with more hours,  I have an employment contract with the same number of hours, I have an employment contract with fewer hours, My employer fired me, but the dismissal hasn�t taken effect yet., Otherwise, namely�;False
change_selfempl;;If you compare your situation to that before the coronavirus crisis, what situation applies to you now?;change_selfempl;;;change_selfempl;Categorical;My income is higher, My income is the same, My income is lower, I filed for bankruptcy, Otherwise, namely;
work_change_because_corona;;Has your employment situation changed with the coronavirus outbreak?;q2;;;q2;bool;;
month_lost_job;;In which month did your last job end?;q4_maand;;;q4_header;Categorical;;
year_lost_job;;In which year did your last job end?;q4_jaar;;;q4_header;Categorical;;
workplace_pot_distance;;Can the work you do at your workplace be combined with the measure of keeping a distance of one and a half metres from other people?;distance;;;distance;Categorical;Very Easy, Easy, Difficult, Very Difficult, Non-combinable;True
e_retirement_202002;202002;What was / is your expected retirement age early march (before the coronavirus affected your work);exp_pens_mrt;;;exp_pens_hd;Int;;
e_retirement;;What was / is your expected retirement age now?;exp_pens_now;;;exp_pens_hd;Int;;
retire_early_reason;;Why do you expect to retire early now?;pens_eerder;;;pens_eerder;Categorical;Working longer now has more health risks, There�s not enough work for me to go on any longer, Work has become less important, To provide informal care,  Different, that is:;False
retire_later_reason;;Why do you expect to retire later now? Give you the main reason;pens_later;;;pens_later;Categorical;I can�t afford to quit sooner, My work has become more important, Retirement is currently less attractive, Otherwise, namely;False
p_year_employee_keep;;I keep my job because my employer / company is not financially affected by the coronavirus or is financially healthy enough to continue to pay wages;q26a_1;;;q26;float;;
p_year_employee_keep_gov;;I keep my job because the government offers help to my employer / company (e.g. through an allowance for labour costs).;q26b_1;;;q26;float;;
p_year_employee_new_job;;I have a new job with another employer;q26c_1;;;q26;float;;
p_year_employee_unemployed;;I am unemployed / do not belong to the labour force anymore / retired / I have a disability pension;q26d_1;;;q26;float;;
p_year_employee_other;;Something else happens;q26e_1;;;q26;float;;
p_3m_selfempl_normal;;My business continues as before or even better than before the coronavirus crisis.;q27a;;q27a;q27header;float;;
p_3m_selfempl_fewer;;My company will have less work than before the coronavirus crisis, but will not need government support.;q27b;;q27b;q27header;float;;
p_3m_selfempl_helped_by_gov;;My company will have less work than before the coronavirus crisis and will survive only through government support (e.g. through the relaxation of tax deferrals or additional income support for livelihoods).;q27c;;q27c;q27header;float;;
p_3m_selfempl_shutdown;;My company will have less work than before the coronavirus crisis and will have to close down;q27d;;q27d;q27header;float;;
p_3m_selfempl_other;;Something else happens;q27e;;q27e;q27header;float;;
p_year_selfempl_normal;;My business continues as before or even better than before the coronavirus crisis;q27a_1;;;Q27header_1;float;;
p_year_selfempl_fewer;;My company will have less work than before the coronavirus crisis, but will not need government support;q27b_1;;;Q27header_1;float;;
p_year_selfempl_helped_by_gov;;My company will have less work than before the coronavirus crisis and will survive only through government support (e.g. by relaxing tax deferrals or additional income support for livelihoods).;q27c_1;;;Q27header_1;float;;
p_year_selfempl_shutdown;;My company will have less work than before the coronavirus crisis and will have to close down;q27d_1;;;Q27header_1;float;;
p_year_selfempl_other;;Something else happens;q27e_1;;;Q27header_1;float;;
p_3m_unemployed_job;;I�ve found a new job;q27a_ex;;;q27header_unempl;float;;
p_3m_unemployed_educ;;I am in full-time education or continuing education;q27b_ex;;;q27header_unempl;float;;
p_3m_unemployed_looking;;I�m not working then, but I�m looking for a new job;q27c_ex;;;q27header_unempl;float;;
p_3m_unemployed_not_looking;;I�m not working then and I�m not looking for a new job;q27d_ex;;;q27header_unempl;float;;
p_3m_unemployed_other;;Something else happens;q27e_ex;;;q27header_unempl;float;;
e_pension_cut;;How high do you estimate the chance that pensions will be cut next year? A pension fund must have enough assets to be able to pay the benefits of its members now and in the future. If the financial situation of your pension fund is bad, it is possible that your pension will be reduced.;pens_gekort;;;pens_gekort;Categorical;Zero, Very small, small, Not small nor big, Larg, Very Large;True
e_amount_pension_cut;;How big do you think this discount will be for you, net in euros per month?;korting;;;korting;Int;;
activities_give_money;;I give more money to my children and/or grandchildren;es4_st1;;;es4_uitspraken;Categorical;1= definitely not, 2, 3, 4, 5=definitely, Nvt;True
activities_save_more;;I save more;es4_st2;;;es4_uitspraken;Categorical;1= definitely not, 2, 3, 4, 5=definitely, Nvt;True
activities_more_care;;I spend more time on informal care;es4_st3;;;es4_uitspraken;Categorical;1= definitely not, 2, 3, 4, 5=definitely, Nvt;True
activities_less_care;;I spend less time on informal care;es4_st4;;;es4_uitspraken;Categorical;1= definitely not, 2, 3, 4, 5=definitely, Nvt;True
activities_postpone_doctor;;I have postponed a visit to the family doctor;es4_st5;;;es4_uitspraken;Categorical;1= definitely not, 2, 3, 4, 5=definitely, Nvt;True
activities_postpone_hospital;;I postponed an appointment at the hospital;es4_st6;;;es4_uitspraken;Categorical;1= definitely not, 2, 3, 4, 5=definitely, Nvt;True
activities_postpone_pickup_meds;;I�ve postponed picking up medication;es4_st7;;;es4_uitspraken;Categorical;1= definitely not, 2, 3, 4, 5=definitely, Nvt;True
activities_less_physio;;I have used less physiotherapy;es4_st8;;;es4_uitspraken;Categorical;1= definitely not, 2, 3, 4, 5=definitely, Nvt;True
activities_move_less;;I move less;es4_st9;;;es4_uitspraken;Categorical;1= definitely not, 2, 3, 4, 5=definitely, Nvt;True
activities_eat_healthy;;I eat healthier;es4_st10;;;es4_uitspraken;Categorical;1= definitely not, 2, 3, 4, 5=definitely, Nvt;True
activities_lonely;;I�m lonelier;es4_st11;;;es4_uitspraken;Categorical;1= definitely not, 2, 3, 4, 5=definitely, Nvt;True
outside_no;;I haven�t been outside at all;es4_doelen__1;;;es4_doelen;bool;;
outside_garden;;I�ve only been outside in my own outdoor space (garden, balcony, etc.);es4_doelen__2;;;es4_doelen;bool;;
outside_shopping;;for doing necessary shopping;es4_doelen__3;;;es4_doelen;bool;;
outside_purchases;;for making other purchases;es4_doelen__4;;;es4_doelen;bool;;
outside_detour;;for taking a detour;es4_doelen__5;;;es4_doelen;bool;;
outside_contacts;;for social contacts (e.g. visits to friends, acquaintances, family);es4_doelen__6;;;es4_doelen;bool;;
outside_care;;for the provision of informal care;es4_doelen__7;;;es4_doelen;bool;;
outside_volunteering;;for volunteering;es4_doelen__8;;;es4_doelen;bool;;
outside_medical;;because urgent medical care was needed;es4_doelen__9;;;es4_doelen;bool;;
outside_other;;otherwise, namely�;es4_doelen__10;;;es4_doelen;bool;;
outside_other_str;;otherwise, namely�;es4_doelen_str;;;es4_doelen;str;;
have_children_prim_school;;Do you have (partially) home-housed children who are in primary or secondary school?;v0__1;;;v0;bool;;
have_children_sec_school;;Do you have (partially) home-housed children who are in primary or secondary school?;v0__2;;;v0;bool;;
no_children_prim_sec_school;;Do you have (partially) home-housed children who are in primary or secondary school?;v0__3;;;v0;bool;;
amount_children_primary;;How many of your children are in primary school? ;v0a;;;v0a;Int;;
amount_children_sec;;How many of your kids are in secondary school?;v0b;;;v0b;Int;;
first_primary_gender;;First Child Primary: Gender;v1_bo_kind1_bogeslacht;;;v1_bo;Categorical;Male, Female;False
first_primary_birth;;First Child Primary: Birthyear;v1_bo_kind1_bogebjaar;;;v1_bo;Int;;
second_primary_gender;;Second Child Primary: Gender;v1_bo_kind2_bogeslacht;;;v1_bo;Categorical;Male, Female;False
second_primary_birth;;Second Child Primary: Birthyear;v1_bo_kind2_bogebjaar;;;v1_bo;Int;;
third_primary_gender;;Third Child Primary: Gender;v1_bo_kind3_bogeslacht;;;v1_bo;Categorical;Male, Female;False
third_primary_birth;;Third Child Primary: Birthyear;v1_bo_kind3_bogebjaar;;;v1_bo;Int;;
fourth_primary_gender;;Fourth Child Primary: Gender;v1_bo_kind4_bogeslacht;;;v1_bo;Categorical;Male, Female;False
fourth_primary_birth;;Fourth Child Primary: Birthyear;v1_bo_kind4_bogebjaar;;;v1_bo;Int;;
fifth_primary_gender;;Fifth Child Primary: Gender;v1_bo_kind5_bogeslacht;;;v1_bo;Categorical;Male, Female;False
fifth_primary_birth;;Fifth Child Primary: Birthyear;v1_bo_kind5_bogebjaar;;;v1_bo;Int;;
first_sec_gender;;First Child Secondary: Gender;v1_vo_kind1_vogeslacht;;;v1_vo;Categorical;Male, Female;False
first_sec_birth;;First Child Secondary: Birthyear;v1_vo_kind1_vogebjaar;;;v1_vo;Int;;
first_sec_level;;First Child Secondary: Level;v1_vo_kind1_voniveau;;;v1_vo;Categorical;;
first_sec_class;;First Child Secondary: Class;v1_vo_kind1_voklas;;;v1_vo;Categorical;1, 2, 3, 4, 5, 6;
second_sec_gender;;Second Child Secondary: Gender;v1_vo_kind2_vogeslacht;;;v1_vo;Categorical;Male, Female;False
second_sec_birth;;Second Child Secondary: Birthyear;v1_vo_kind2_vogebjaar;;;v1_vo;Int;;
second_sec_level;;Second Child Secondary: Level;v1_vo_kind2_voniveau;;;v1_vo;Categorical;;
second_sec_class;;Second Child Secondary: Class;v1_vo_kind2_voklas;;;v1_vo;Categorical;1, 2, 3, 4, 5, 6;
third_sec_gender;;Third Child Secondary: Gender;v1_vo_kind3_vogeslacht;;;v1_vo;Categorical;Male, Female;False
third_sec_birth;;Third Child Secondary: Birthyear;v1_vo_kind3_vogebjaar;;;v1_vo;Int;;
third_sec_level;;Third Child Secondary: Level;v1_vo_kind3_voniveau;;;v1_vo;Categorical;;
third_sec_class;;Third Child Secondary: Class;v1_vo_kind3_voklas;;;v1_vo;Categorical;1, 2, 3, 4, 5, 6;
fourth_sec_gender;;Fourth Child Secondary: Gender;v1_vo_kind4_vogeslacht;;;v1_vo;Categorical;Male, Female;False
fourth_sec_birth;;Fourth Child Secondary: Birthyear;v1_vo_kind4_vogebjaar;;;v1_vo;Int;;
fourth_sec_level;;Fourth Child Secondary: Level;v1_vo_kind4_voniveau;;;v1_vo;Categorical;;
